Company Name,Description,Headquarters,Country,Website,Industry,Company Size,Specialities,Company Type,Followers
Charleston County School District,"Charleston County School District (CCSD) is a nationally-accredited school district that is committed to providing equitable and quality educational opportunities for all of its students. CCSD is the second-largest school system in South Carolina and represents a unique blend of urban, suburban, and rural schools spanning 1,300 square miles along the coast. CCSD serves more than 50,000 students in 87 schools and specialized programs.

 

CCSD offers a diverse, expanding portfolio of options and specialized programs, delivered through neighborhood, magnet, IB (international baccalaureate), Montessori, and charter schools. Options include programs in science, technology, engineering, and mathematics (STEM); music and other creative and performing arts; career and technical preparation programs; and military.","Charleston, SC",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eccsdschools%2Ecom&urlhash=YLPX&trk=about_website,Education Administration Programs,"5,001-10,000 employees","Education, public schools, primary schools, secondary schools, and career and technology education",Educational,"10,156"
Instituto Obesidade Brasil,"Uma instituição totalmente sem fins lucrativos, nasceu para conscientizar as pessoas de que a obesidade é uma doença com muitas causas e não uma falha de caráter, falta de força de vontade ou algo perfeitamente controlável. Além disso, visamos a redução do preconceito e estigma contra as pessoas com obesidade, a divulgação de informações sobre centros especializados gratuitos de atendimento e a disseminação do conhecimento dessa doença através dos meios digitais a fim de empoderar as pessoas com obesidade.",São Paulo,Brasil,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Eobesidadebrasil%2Ecom%2Ebr%2F&urlhash=ud0f&trk=about_website,Non-profit Organization Management,2-10 employees,"Nutrologia, Obesidade, Cirurgia Bariátrica, Psicologia, Endocrinologia, Medicina Esportiva, Educação Física, Psiquiatria, and Ortopedia",Nonprofit,null
Manotherm Ltd.,"Manotherm is Ireland’s leading supplier of pressure, temperature, flow, level and humidity instrumentation. We also offer a comprehensive range of data loggers, calibrators, regulators, control valves, and butterfly, ball and knife valves. In addition, we offer calibration services, ensuring your  pressure gauges and thermometers perform within manufacturer's specification.

Thanks to our commitment to quality products and outstanding customer care, we’re the first choice for clients across a wide range of industries; from food processing, pharmaceutical and HVAC companies to the water, power and IT sectors, we supply some of the most successful established businesses.

Established in 1958 by Bob Gilbert, we have remained true to his original vision — to offer Irish industry the latest, most extensive range of instrumentation at competitive prices.

We have recently introduced new ranges of products — Mankenberg sanitary regulators and Gemini energy loggers. If you’re looking to reduce costs, consider our VP compressed air flow meters which monitor usage levels and leakage, so you can control how much you spend, or our Domnik energy-efficient steam traps that don’t use any live steam to operate.

Manotherm works only with market-leading suppliers who deliver reliable products — such as Dwyer, Afriso, Barksdale, Influx, Bindicator, Drexelbrook, Mankenberg, Schubert & Salzer, Gemini, West, and Land.

We have an excellent understanding of the process requirements of the sectors we serve and are well positioned to provide an outstanding service, holding wide-ranging stock in Dublin and representing best-of-class products. Discover more about us – and all we have available – through this page and our website, or contact our team of key personnel who each provide professional expertise and advice.",Dublin,Éire / Ireland,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Emanotherm%2Eie&urlhash=TdUM&trk=about_website,Industrial Machinery Manufacturing,11-50 employees,null,Privately Held,null
Network Configurations - NETCONFIG,"Network Configurations is a leading Managed Services Provider (MSP) & IT Outsourcing company that focuses on organizations with a high dependency on technology within their businesses. We focus on IT Department outsourcing for Small & Medium sized businesses (Up to 250 Users). Our Head Office is based in Durban with offices in Johannesburg and IT services delivered on a national level.

If you ever wished you had your own IT department, don’t! You do not need one! As a client of Network Configurations, we will take care of your IT needs so that you can focus on what's important - Your Company!

Our unique service 

At Network Configurations we believe in people, partnerships, services and support!",null,null,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Enetconfig%2Eco%2Eza&urlhash=rDvS&trk=about_website,Information Technology & Services,51-200 employees,"IT Outsourcing, Infrastructure Management, Cloud Services, Managed Service Provider, Technology Consulting, Business Process Improvement, Security Services, Email Management Services, Data Management Services, Licensing Services, Microsoft Office 365, and Microsoft Azure",Privately Held,"2,536"
Regent Caravans,"Regent Caravans is a retail company based out of Warehouse 2/24-32 Stanley Dr, Somerton, Australia.",Somerton,United Kingdom,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fregentcaravans%2Ecom%2Eau&urlhash=MBSU&trk=about_website,Travel Arrangements,51-200 employees,Caravan Manufacturing,Privately Held,null
GREATER MT. CALVARY HOLY CHURCH,null,"WASHINGTON, District of Columbia",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fgmchc%2Eorg&urlhash=DrU9&trk=about_website,Religious Institutions,51-200 employees,null,null,30
Martins Wood Primary School,null,Stevenage,United Kingdom,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fmartinswood%2Eherts%2Esch%2Euk&urlhash=BmsX&trk=about_website,Education Administration Programs,null,null,null,null
AllanMcNeill Chartered Accountants,"At AllanMcNeill, we combine accounting and management disciplines with real world experience to solve business challenges. We enable our clients to achieve their goals through sound financial and strategic decision making.",Palmerston North,New Zealand / Aotearoa,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fallanmcneill%2Eco%2Enz%2F&urlhash=_NNq&trk=about_website,Accounting,11-50 employees,"Preparation of financial statements, Family, estate and succession planning, Tax planning, compliance and advice, Bloodstock taxation, Valuations, Business advisory, Monthly management reporting, Budgets and cash flows, and Preparation of GST, PAYE and FBT returns",Partnership,null
Lennartsfors AB,"Lennartsfors AB develops, manufacture and distribute, niched vehicles and machines for transport in both terrain and road","Årjäng, Värmland",Sverige,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Elennartsfors%2Ecom&urlhash=bfoX&trk=about_website,Motor Vehicle Manufacturing,11-50 employees,"Maskintillverkning, Skogsmaskiner, Terränggående fordon, and Elfordon",Public Company,118
Albyn Housing Society Ltd.,"Our story began in 1973 when Albyn Housing Society was founded and we began building homes for the incoming workers at Invergordon smelter. Over the course of the last 50 years, we’ve grown significantly and now have over 3,000 properties in management in 80 communities across the Highlands. We currently employ over 90 staff and have two registered offices in Invergordon and Inverness. We’re a close-knit people-focused team, united by a common goal to support the ever-growing number of communities in the Highlands, providing good quality, affordable housing for thousands of people across the
region.

Today, our mission is to continue to build much needed homes and support communities in the Highlands in such a way that puts quality, affordability and sustainability at the forefront.
We aim to exceed the performance standards required by The Scottish Housing Regulator and the auditors contracted to undertake internal and external audits of our activities.

Albyn Housing Society has two wholly owned subsidiaries: Albyn Enterprises Limited, which focuses on innovation projects and fundraising for specific projects, and Highland Residential (Inverness) Limited, whose activities include factoring services to owner occupiers, estate agencies services and marketing and administering various home ownership initiatives for the Scottish Government.

If you’d like to find out more, or have a chat, please contact office@albynhousing.org.uk","Invergordon, Ross-Shire",United Kingdom,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Ealbynhousing%2Eorg%2Euk&urlhash=baJp&trk=about_website,Civic and Social Organizations,51-200 employees,"Social Housing, Community Involvement, Albyn Enterprises, Highland Residential (Inverness) Limited, and Social Rent",Nonprofit,691
Vinakom,"VinaKom is a leading internet service provider and telecommunications company  with over 1500 miles of independently owned fiber optic infrastructure. 

We specialize in:
• Multi-Protocol Dynamic Layered Transport
• Advanced Network Management & Security (IDS & IPS) 
• Voice (VoIP), Private Cloud & Data Center Services
• Managed Dark & Lit Optical (Fiber) Services

To put it simply:  VinaKom excels at creating custom engineered network solutions that are tailored to meet your company’s specific needs.   With bandwidth being the key to connectivity in the modern workplace.  We serve as a one stop show for all of your network connectivity and customized solution requirements. 

VinaKom’s products and services help you stay focused on your customers, rather than downtime, thanks to our 24/7 engineers*. Our solutions aim to provide you with quality voice and data to keep you connected with the modern world. You want the most advanced technology, which is why we give this to you without the hassle.  

*VinaKom Telecommunications Cisco and Microsoft certified engineers","Schaumburg, IL",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Evinakom%2Ecom&urlhash=-RQb&trk=about_website,Telecommunications,51-200 employees,"Managed Dynamic MPLS, Data Center, Secure Service Hosting, Nationwide Voice Services, SIp Trunking, Managed Layer 2 Connection / Fiber- 10 Mbps-8 Gbps, RealTime Network Monitoring 24/7/365, Handsfree Network Migration, Fiber, Networks, SD WAN, Bandwidth, Redundancy, Gigspeedinternet, and telecommunications",Privately Held,"1,686"
