Company,Company Description,Date Victimised,Number of Clicks,Status,Data Size (Gb),Link to Folder Directory
kns.com,"Kulicke & Soffa Ticker NASDAQ: KLIC Founded in 1951 and headquartered in Singapore, Kulicke & Soffa is a semiconductor and electronics manufacturing company. ### In light of the unexpected termination of negotiations and the emergence of new...",2024-07-22 15:38:00,7795,Published,760.16,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/files.7z-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part001.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part002.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part003.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part004.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part005.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part006.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part007.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part008.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part009.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part010.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part011.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part012.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part013.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part014.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part015.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part016.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part017.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part018.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part019.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part020.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part021.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part022.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part023.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part024.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part025.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part026.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part027.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part028.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part029.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part030.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part031.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part032.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part033.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part034.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part035.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part036.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part037.rar-file-tree.txt| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/57018bd13bd5b72c88e9e3a3efe47ecf-1c87099f-63cb-3a48-bc83-579201e8287f/kns.com/kns.com.part038.rar-file-tree.txt
customssupport.be,"We are specialised in - Import, export, and transit - Goods Classification - Customs Consultancy",2024-07-18 16:18:00,5104,Published,,NA
barkingwell.gr,"Barking Well Media was founded by the Greek entrepreneur Nikos Koklonis, who was selected by Fortune magazine for its ""40 under 40"" list as one of the top entrepreneurs of 2015 in Greece under 40 years old.",2024-07-18 14:57:00,7530,Published,,NA
troyareasd.org,"The Troy Area School District is a school district of the third class organized under state law in Bradford County, PA. It contains the boroughs of Alba, Burlington, Sylvania and Troy, and the townships of Armenia, Burlington, Columbia, Granville, So...",2024-07-18 14:56:00,5770,Published,,NA
paysdelaloire.fr,"Regional aid and services foreconomy and innovation Industry, commerce, agriculture, fishing, food or research... I discover all the regional aid and services useful to my projects for my business, my farm or my organization.",2024-07-18 14:53:00,5338,Published,,NA
glsco.com,"We here at Great Lakes Supply eat, breathe, and sleep PTACs. We know them all, sell them all and stock them all. We proudly serve the hospitality, health care, assisted living, educational and multi-family housing industries, and enjoy having an...",2024-07-18 14:50:00,5321,Published,,NA
goldstarmetal.com,GOLDSTAR METAL is an aluminium manufacturing company committed to delivering high-quality standard parts that meet the needs of our customers across various industries.,2024-07-18 14:48:00,4976,Published,,NA
lothar-rapp.de,Drilling and blasting companies,2024-07-18 14:45:00,3874,Published,,NA
albonanova.at,Welcome to our 4 star superior hotel in Zürs on Arlberg. The perfect starting point for your winter holiday with wellness & gourmet restaurant.,2024-07-18 14:41:00,5063,Published,,NA
iteam.gr,Artificial intelligence (AI) is a broad and general term that refers to any type of computer software that engages in human like activities,2024-07-18 14:40:00,5105,Published,,NA
claycountyin.gov,"Clay County is a county located in the northeastern part of the U.S. state of Florida along the west bank of the St. Johns River. As of 2020, the population was 218,245 and in 2023, that number increased to 232,439, making it the third largest county...",2024-07-18 14:38:00,4798,Published,,NA
wattlerange.sa.gov.au,"Wattle Range Council is committed to the principle of honest, open and accountable government and encourages community participation in the business",2024-07-18 14:36:00,5018,Published,,NA
lockbit.newcontacts,"You can contact the LockBit boss on the contacts below, waiting for an answer can take some time from 1 minute to several days depending on the workload. With questions about decryption to write only in a chat on the site, if the person who encrypte...",2024-07-18 14:01:00,3698,Published,,NA
assih.com,"Alameda Healthcare is a corporate entity operating in the healthcare field aiming to lead the private health care sectors in Egypt, MENA Region, East Europe, and East Asia into new frontiers building on Alameda’s vast experience and reputation",2024-07-17 18:28:00,4684,Published,,NA
gptchb.org,"Established in 1986, the Great Plains Tribal Leaders' Health Board (GPTLHB) is an organization representing the 18 tribal communities in the four-state region of South Dakota, North Dakota, Nebraska, and Iowa. Through public health practices and...",2024-07-17 13:47:00,5334,Published,,NA
piedmonthoist.com,"Starting from scratch in 1993 with not much more than several good supplier relationships, Piedmont Hoist & Crane has grown from a small service firm doing inspections and repairs to an organization of over 30 employees with 200 years of combined...",2024-07-17 13:44:00,5192,Published,,NA
plantmachineworks.com,"Plant Machine Works is a 62,000-square-foot, full-service machine shop with turn-key machining and fabrication capabilities and large-scale machining for oversized components that many shops can’t handle. Our experienced repair shop specializes in...",2024-07-17 13:43:00,4574,Published,,NA
energateinc.com,Energate Inc. provides interactive energy management solutions that enable next-generation energy management and the connected home. Energate’s vertically integrated Consumer Connected Demand Response™ platform provides management two-way communicat...,2024-07-17 13:39:00,4570,Published,,NA
norton.k12.ma.us,"Norton High School is a company that employs 250to499 people and has 25Mto50M of revenue. The company is headquartered in Norton, Massachusetts.",2024-07-17 12:39:00,4688,Published,,NA
kbc-zagreb.hr,"KBC Zagreb is a company that operates in the Hospital & Health Care industry. It employs 2,001-5,000 people and has $500M-$1B of revenue. we have: Medical records, patient exams and studies; doctors' research papers; surgery, organ and donor data...",2024-07-17 07:54:00,6458,Published,,NA
fairfieldmemorial.org,"Fairfield Memorial Hospital is a fully accredited, not-for-profit critical access hospital. The hospital has 25 acute-care beds and a workforce of over 400 employees. The medical staff at Fairfield Memorial Hospital is comprised of over 90 creden...",2024-07-17 07:51:00,5320,Published,,NA
townandforest.co.uk,"ALL CLIENT CASES We are a dedicated team of experts who are passionate about providing the best possible service to our clients. With a diverse range of skills and expertise, we are dedicated to delivering high quality results and ensuring client...",2024-07-15 14:28:00,4021,Published,,NA
concorddirect.com,"FILES UPDATED!!! Your organization is a unique mix of moving parts, and increasing your ROI, optimizing your channels, and growing your audience requires careful coordination. We’re direct response experts who have been creating successful program...",2024-07-15 14:18:00,5283,Published,,NA
competenz.co.nz,"FILES UPDATED!!! Passports Agreements Confidential data We arrange training for apprenticeships and trainee-ships through on-the-job qualifications, supporting employers, job seekers and people with jobs in our industries. We have stolen a lot...",2024-07-15 14:15:00,4069,Published,,NA
latinusa.co.id,"FILES UPDATED! 5 Gb private files! Internal and external company audit documents, claims, budgets, analysis, finance private info, etc. PT Pelat Timah Nusantara Tbk (NIKL) atau Latinusa, didirikan pada tanggal 19 Agustus 1982 sebagai perusaha...",2024-07-15 13:52:00,3358,Published,,NA
nicholsfleet.com,Nichols Fleet Equipment has been building the best service trucks in the industry. About 2 TB of private information. Drawings and developments. Banking information and more,2024-07-14 05:37:00,2504,Published,,NA
ws-stahl.eu,"Passion for steel. Since 1919 Bright steel. Bar steel. Steel tubes. Pre-processing. Materials expertise. The Westfälische Stahlgesellschaft group of companies comprises trading companies in various regions of Germany and, with the Plettenberg drawi...",2024-07-04 09:55:00,4961,Published,,NA
merrymanhouse.org,"Merryman House Domestic Crisis Center is committed to improving the lives of those affected by domestic violence: women, men, and children. We are the state-designated and only certified domestic violence program in the Purchase Area Development...",2024-07-02 10:44:00,4750,Published,,NA
federalreserve.gov,Federal banking is the term for the way the Federal Reserve of the United States distributes its money. The Reserve operates twelve banking districts around the country which oversee money distribution within their respective districts. The twelve ci...,2024-06-23 20:28:00,1895917,Published,0.1,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/4352f9ac68e5c7702c31282bafe2977b-722d28b8-a888-357b-8823-b843d9e30582/getevolved.com/evolvebank.7z-file-tree.txt
manncorp.com,"UPDATED Manncorp offers equipment, service, and financing solutions for PCB assembly. Learn how they can help you with worry-free selection, protection, setup, support, training, and diagnostics. Finance, all Quickbook data, HR, KeePass with al...",2024-06-14 13:51:00,6639,Published,,NA
ccmaui.org,The Community Clinic of Maui is a nonprofit healthcare organization that serves the community of Maui as Mālama I Ke Ola Health Center. We are a proud member of the national Community Health Center movement which was birthed by the civil rights movem...,2024-06-10 21:38:00,10045,Published,,NA
craigsteven.com,"Craig/Steven Development Corporation has earned a solid reputation in the development of shopping centers, office buildings, mixed-use developments, industrial and multi-family residential projects.",2024-06-05 18:02:00,2386935,Published,,NA
emainc.net,"Electronic Maintenance Associates (Electronic Maintenance Associates, Inc. (dba EMA) provides products, services, training, and more related to Medium Voltage Variable Frequency Drives. Celebrating our 33rd year, over 98% of our customers say they ar...",2024-06-05 07:34:00,11906,Published,,NA
smithandcaugheys.co.nz,"In 1880, showing great courage and enterprise for the time, Marianne Smith (nee Caughey) established her own drapers and millinery. With the vision of providing the early pioneers of Auckland and beyond with quality merchandise at good value and with...",2024-06-02 13:19:00,12415,Published,,NA
heras.co.uk,** UPDATED ** SCREENS AVAILABLE ** Heras is an European leading end-to-end supplier of permanent and mobile perimeter protection solutions. We operate in over 24 countries and employ more than 1100 highly skilled experts. Experts in perimeter p...,2024-06-02 13:05:00,16213,Published,,NA
cfymca.org,"Founded in 1885, the YMCA of Central Florida is a non-profit youth development. The Y provides kids, adults, families, and communities with support, programs, and classes such as aquatics and fitness. The YMCA of Central Florida is based in Orlando,...",2024-06-01 17:28:00,12448,Published,,NA
aytosanlorenzo.es,"450GB Data | Ayuntamiento San Lorenzo de El Escorial is a company that operates in the Government industry. It employs 2,001-5,000 people",2024-05-30 22:56:00,12452,Published,,NA
valleyjoist.com,"Screens was uploaded Valley Joist + Deck is a company that designs, engineers, and manufactures steel joist and deck product systems for commercial and industrial projects. It has over 60 years of experience, a family culture, and a commitment to...",2024-05-27 12:49:00,23986,Published,,NA
longviewoms.com,"Our mission is to help patients live healthier lives. We provide a caring, compassionate environment where your comfort and health is of primary importance.",2024-05-25 11:12:00,16027,Published,,NA
sysroad.com,SYSROAD is a leader in the field of integrating high value-added IT and telecoms solutions. It uses the power of technology to support business growth in the digital age. Our expertise in innovative technologies from manufacturers and publishers such...,2024-05-25 11:10:00,16054,Published,,NA
highwaystrust.com,Highways Infrastructure Trust operates as an infrastructure investment trust. The Company invests in roadways and highways projects. Highways Infrastructure Trust serves customers in India.,2024-05-25 11:07:00,14439,Published,,NA
cafesnovell.com,"The structure of the Novell Group is made up of several companies oriented to the different business units: Restaurants , with service in both bean and ground coffee and capsules; Retail , aimed at domestic consumption and large stores; Catering , re...",2024-05-25 11:06:00,14556,Published,,NA
sunpetro.com,SunPetro takes pride in having established itself as India’s second largest private oil producer.,2024-05-25 11:02:00,14608,Published,,NA
kharafiglobal.com,Kharafi Global was established in 1993 by founding family members Waleed Al-Kharafi and Haidar Al-Naqeeb to develop and operate food beverage operations in Kuwait and neighboring Gulf countries.,2024-05-25 11:01:00,14330,Published,,NA
mgops.sedziszow-mlp.pl,The Social Welfare Center conducts its statutory activities based on applicable regulations. We grant monetary and non-monetary benefits.,2024-05-25 10:56:00,14611,Published,,NA
pressurejet.com,"PressureJet is ready to prove ""THE BEST QUALITY"" among all manufactures in India and also guarantes ""THE MOST REASONABLE PRICE""",2024-05-25 10:53:00,13911,Published,,NA
multigroup.info,"Multi Group distributes industrial kitchen equipment. The Company offers a wide range of refrigerators, deep freezers, ovens, cooking stoves, electric grills, dish washers, and accessories. Multi Group serves customers in France.",2024-05-25 10:48:00,14012,Published,,NA
valleylandtitleco.com,"Once you have invested in a home, you may want additional information on how to keep it looking beautiful all year long. Valley Land Title Co. makes it easy for you to successfully complete any home improvement project by providing you with important...",2024-05-23 22:31:00,13029,Published,,NA
londondrugs.com,"London Drugs is a Canadian retail pharmacy chain based in Richmond, British Columbia. As of June 2021, the chain has 78 stores in the provinces of British Columbia, Alberta, Saskatchewan, and Manitoba. In addition to pharmacy services, London Drugs l...",2024-05-23 06:56:00,14047,Published,309.42,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/1e97a628cf136b589180b7fbfc5b0634-16447f4c-1de2-3c9f-90fd-78b6ad1e7980/londondrugs.com/londondrugs.com.7z-file-tree.txt
telekom.com,"Deutsche Telekom AG, trading as Deutsche Telekom is a German telecommunications company headquartered in Bonn and is the largest telecommunications provider in Europe by revenue. It was formed in 1995 when Deutsche Bundespost, a state monopoly at the...",2024-05-22 17:34:00,16781,Published,,NA
powertestdyno.com,"Power Test. Test & Measurement Equipment, Manufacturing. Revenue $32.6 Million 5 Terabytes of private information. 4500000 files. Passports, bank statements, credit cards, blueprints, personal information of clients and employees and much more.",2024-05-22 16:31:00,13535,Published,,NA
originalfootwear.com,"Original Footwear is the leading manufacturer of occupational and tactical footwear for military, law enforcement and first responders. Founded in 1999, and based in Morrison. Tennessee, Original Footwear is the parent of Altama, Original S.W.A.T and...",2024-05-21 19:16:00,18152,Published,,NA
ramfoam.com,"Ramfoam manufacture and engineer foam for all aspects of the sports and leisure industries. We supply raw materials through to finished products, branded or unbranded, to Corporate clients, private and social clubs, schools, universities and even to...",2024-05-21 15:26:00,12569,Published,,NA
qualityplumbingassociates.com,"Quality Plumbing Associates, Inc. is committed to providing our clients and customers with the best possible value, quality and workmanship available in the industry. We will strive to be pioneers and leaders in the plumbing field by continually educ...",2024-05-20 14:13:00,11109,Published,,NA
carcajou.fr,"Groupe CARCAJOU : engineering and industrial equipment designer 270 gigabytes of data were stolen, including: Photo and video of the equipment produced, information about purchases and partners, insurance on ETREM/ALTAIIRE/SERIMECA (Carcajou is the...",2024-05-18 16:47:00,13418,Published,,NA
