Company Name,Company URL,Date Victimsed,Status,View Count,Photo Count,File Count,Data Size (GB),Ransom Blog Content,Financial Data,PII,Customer and Client Data,Employee and HR data,Legal Documents,Intellectual Property and Trade Secrets,Databases,Sensitive Communication,Healthcare Data,Utility and Infrastructure Data,Description,Headquarters,Country,Website,Industry,Company Size,Specialities,Company Type,Followers
SIIX CORPORATION,http://https//www.siix.co.jp,"APR 30, 2023",Up,126396,0,1,29,We warned this company about the imminent publication. They decided to hide and forget about this kind of leak. We publish some of the data leaked from their servers.,No,No,No,No,Yes,No,Yes,No,No,No,"SiiX Corporation is a distinctive global company which offers comprehensive Electronics Manufacturing Services (EMS) mainly to the electronics and automobile manufacturers, covering parts procurement , logistics and manufacturing.

SiiX is a Global Business Organizer where it links various resources all over the world to provide added value to its customers",Osaka,日本,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Esiix%2Eco%2Ejp&urlhash=RfPa&trk=about_website,"Appliances, Electrical, and Electronics Manufacturing","5,001-10,000 employees",EMS ( Electronics Manufacturing Services) and Trading,Public Company,null
SIPPEX,http://https//www.sippex.com,"APR 12, 2023",Up,133386,11,21791,171,Another company that does not care about the data of its employees and customers at all. Publishing another leak. Let's add some data taken from them. So that people understand who they are working with and who they are giving their data to in the hope that it will be secure.,No,No,Yes,No,Yes,No,Yes,No,Yes,No,"SIPPEX, Medippex group, is specialized in the design, manufacture of medical bags and connectors.

The company provides flexible containers worldwide dedicated to infusion therapy, irrigation and dialysis solutions, culture media packaging…

Highly integrated, SIPPEX controls over all technologies involved in the manufacturing chain, from the raw materials to the finished products : small volume parenteral (SVP) & large volume parenteral (LVP)

- Multilayer PP I.V. bag
- PVC bag
- PVC lay-flat tubing 
- PVC tube
- Twist-off connector
- Minitulipe spike port
- Injection port","Courzieu, Rhône",France,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Esippex%2Ecom&urlhash=J-Cl&trk=about_website,Pharmaceutical Manufacturing,51-200 employees,"IV bags, connectors, pharmaceutical, infusion, intraveinous, dialysis, poche de perfusion, twist off, minitulipe spike port, injection port, medical bags, parenteral solutions, Original equipment manufacturer, OEM, and infusion bags",Privately Held,681
ATTENT ZORG EN BEHANDELING,http://https//www.attentzorgenbehandeling.nl/,"MAR 1, 2023",Up,181170,6,0,0,"Dear friends decided to deceive us and their customers, saying that everything works fine for them and there were no serious leaks in the network. https://www.attentzorgenbehandeling.nl/nieuws/update-ongeautoriseerde-toegang-it-systemen We won't tell anyone that they haven't fixed a vulnerability in their network yet :) And our team will continue to download files from there, in addition to the already downloaded several hundred gigabytes",No,No,Yes,No,Yes,No,Yes,Yes,No,No,"Samen met onze ruim 1.500 medewerkers en 500 vrijwilligers houden wij ons dagelijks bezig met het bieden van liefdevolle zorg en ondersteuning. Want dát is waar ouderen bij ons op kunnen rekenen. En dat alles in een vertrouwde en gastvrije omgeving, zowel aan huis als binnen onze elf woonzorglocaties in de regio’s Doesburg, Dieren, Rheden, Velp, Arnhem en Elst.",null,null,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Ewerkenbijattentzorgenbehandeling%2Enl&urlhash=Nf69&trk=about_website,,,,,null
FSMSOLICITORS.CO.UK,http://https//fsmsolicitors.co.uk/,"FEB 24, 2023",Up,179076,0,0,0,"DB Backups: FSM_backup Isokon2_backup Isokon2CGT_backup Partner_backup PartnerTCDatabase_backup TCDatabase_backup Dept_data - internal data including accounts, commercial information, ligitation etc. Isocon documents Client's data including passports, driving licenses, medical information etc. A lot of scans 2022-2023 with different information Some docs including various agreements, statements and other documentation between the company and customers",No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,"With a long established and well-earned reputation for excellence, we offer a full range of high-class legal services for both businesses and individuals.

Whether you need commercial advice or help with a personal or family matter, we make sure that you get the full benefit of our expertise and experience. Our lawyers are all specialists in their field, working supportively to achieve the best possible results. All our services are available at each of our six offices, making it easy and convenient for you to get the help and support that you need. We also make a point of giving advice that is constructive and as jargon-free as possible.

We are committed to the very best standards of practice and are very proud to hold Lexcel – the Law Society’s recognition of the highest management and customer care standards.","Chippenham, Wiltshire",United Kingdom,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Efsmsolicitors%2Eco%2Euk&urlhash=6D3j&trk=about_website,Law Practice,51-200 employees,"Business Start-ups and Company Formation, Buying and Selling Businesses and Companies, Dental Practice Law, Commercial Contracts, Partnerships, Shareholders' Agreements, Business Terms and Conditions, and Employee Shareholder Agreements",Partnership,424
GIGATRON.RS,http://https//gigatron.rs/,"FEB 20, 2023",Up,184070,0,0,0,"Gigatron downloaded data overview: From 172.31.244.50: DB backups of shops: G1-G69, G88, G89 From 172.31.248.10: DB backups: CTRetail_backup CTRetailWSRepl_backup GigatronWMS_Sync_backup From 192.168.2.144: employee disability sheets (3154 files) github backups CTG Platne liste (56k pdf-files) From 192.168.2.24: MSSQL_BackUp_ImportantDB: CTRetail_Arhiva_2013_backup CTRetail_Arhiva_2015_backup CTRetail_Arhiva_2017_backup CTRetail_Arhiva_2018_backup CTRetailWSRepl_backup GigaSoft_Halo_backup GigatronWMS_Sync_backup total amount of downloaded data: 171 Gb",No,No,Yes,Yes,No,No,No,No,No,No,"Leading and fast-growing retail chain in Serbia. More than 69 stores of Gigatron are strategically positioned in top locations in the largest cities in Serbia. Skillful and polite employees will help you choose your computer, piece of hardware, home appliances, consumer electronics, or any IT device. 

For more information, visit Gigatron website at www.gigatronshop.com, follow us on Facebook at www.facebook.com/GigatronFanPage, and follow us on Instagram at www.instagram.com/gigatron.rs.

Official Gigatron LinkedIn account",Belgrade,Србија,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fgigatronshop%2Ecom&urlhash=paFI&trk=about_website,Retail,"501-1,000 employees","Computers, Hardware, IT equipment, Mobile devices, Home entertainment, IT Services, Consumer electronics, and Home appliances",Privately Held,null
EMTELCO,http://emtelco.com.co/,"NOV 9, 2022",Up,258117,6,0,0,"EMTELCO SA is a company that operates in the Outsourcing/Offshoring industry. It employs 101-250 people and has $25M-$50M of revenue. We also have several hundred gigabytes of data. Data of all large clients (corporate), non-disclosure documents and a lot of interesting things. We will post examples until someone decides to buy such information from us.",Yes,No,Yes,No,Yes,No,No,Yes,No,No,"Maximizamos el valor de cada contacto de las empresas con sus clientes, gestionando los procesos de relacionamiento a través de canales tefónicos, virtuales y presenciales.

Prestamos servicios de: Adquisición y Ventas, Servicio al Cliente, Gestión de Cartera, Soporte Técnico, Gestión de Bases de datos, Cruce e inteligencia de Bases de Datos, Digitación, Tabulación y Solución PQR´s.",null,null,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Femtelco%2Ecom%2Eco%2F&urlhash=z7qs&trk=about_website,,,,,35882
LOJAS TORRA,http://lojastorra.com.br/,"NOV 9, 2022",Up,256380,6,0,0,Lojas Torra is a fashion retailer that provides fashion accessories and products. We have all the data of customers and employees and we are ready to share them with you...,No,No,Yes,Yes,No,No,Yes,Yes,No,No,"Aqui nas Lojas Torra, acreditamos que poder é ser quem você é! Por isso, trabalhamos para democratizar a moda com preço baixo em todo o Brasil.

Nossa trajetória de sucesso, começou há 30 anos, priorizando produtos de qualidade e com valor acessível. Desde então, muita coisa evoluiu e, atualmente, já são mais de 80 lojas espalhadas por todo o país.

Para acompanhar todo esse crescimento também temos três centros de armazenamento e distribuição, a #MR3Log, e o #TorraCartão, uma administradora de cartões.

Somos mais de 5 mil Torralovers apaixonados por essa história e, mensalmente, 1 milhão de clientes comprovam que compromisso, responsabilidade e dinamismo são valores fundamentais para atingir resultados e vencer desafios.

Faça parte da nossa passarela de talentos! #VemSerTorra",São Paulo,Brasil,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Elojastorra%2Ecom%2Ebr&urlhash=QfzA&trk=about_website,Retail,"1,001-5,000 employees",null,Privately Held,null
CONTEMPO CARD,http://contempocard.com/,"NOV 9, 2022",Up,256154,0,0,0,"Vark Sr worked with his father in the jewelry manufacturing business in Rhode Island. In the 80’s, Providence, RI was the jewelry capital of the world, and everyone wanted a piece of the jewelry pie. Vark Sr noticed something odd: while there were hundreds upon hundreds of jewelry manufacturers, there was only one jewelry packaging supplier. Our team received interesting information from the servers of this company, we will share it with you",No,No,Yes,Yes,Yes,No,No,Yes,No,No,"Contempo is the world’s leading packaging company for the world of fashion.  Since 1979, Contempo has been perfecting the brand image of the most prominent brands in jewelry and accessories.  Today, Contempo actively produces packaging for over 1000 manufacturers and retailers worldwide.  In 2014, Contempo launched a strategy division that helps existing and up-and-coming brands refine how their packaging affects the overall customer experience.  Contempo is headquartered in Providence, RI, with a fully-owned manufacturing facility in Shenzhen, China, and a sales office in Bangkok, Thailand and Hong Kong.  Learn more at www.contempocard.com.","Providence, RI",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Econtempocard%2Ecom&urlhash=SAZZ&trk=about_website,Packaging and Containers Manufacturing,51-200 employees,"product packaging, jewelry packaging, fashion packaging, packaging strategy, brand strategy, and startups",Privately Held,988
ROBERT BERNARD,http://robertbernard.com/,"NOV 9, 2022",Up,250479,6,0,0,"Since its founding in 1950, Robert Bernard Pneus et Mécanique has become one of the largest tire retailers in Quebec. Thanks to our solid distribution network, we are able to serve our customers throughout Quebec. It's time to showcase what our team was able to find on this company's servers. Spoiler: they don't care about the safety of their customers and employees.",No,No,Yes,Yes,No,No,Yes,Yes,No,No,null,null,null,null,null,null,null,null,988
DIALOG INFORMATION TECHNOLOGY,http://dialog.com.au/,"NOV 6, 2022",Up,251452,6,0,0,"Dialog Information Technology is one of Australia's leading technology services organisations trading nationally from offices in Brisbane, Sydney, Canberra, Melbourne, Adelaide, Perth and Darwin. Established in 1979, Dialog employs over 1,200 information technology specialists",No,No,No,Yes,No,No,Yes,Yes,No,No,"Dialog Information Technology is one of Australia's leading technology services organisations trading nationally from offices in Brisbane, Sydney, Melbourne, Canberra, Perth, Darwin and Adelaide,

Established in 1979, Dialog has delivered innovative solutions to clients across all industries including all levels of government.

Dialog employs over 1,200 information technology specialists.

Dialog’s subsidiary companies include ICEMEDIA, one of Australia’s leading and most innovative multimedia companies and AccessHQ, which employs over 300 professional testing specialists and serves major government and corporate clients in high value, long term business relationships. Catapult BI is Australia's leading business insights and data management consultancy.","South Brisbane, Queensland",Australia,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Edialog%2Ecom%2Eau&urlhash=tDf-&trk=about_website,IT Services and IT Consulting,"1,001-5,000 employees","Professional IT Services, Managed Application Services, Software Development & Testing, IT Consulting, Analysis & Design, and Project Management",Privately Held,12446
